gid;tipo_elem;idelem;cod_cent;nombre;Xcoord;Ycoord
3314;494;6750;PM20912;PM20912;-3,664299824;40,40720673
3315;494;6751;PM20913;PM20913;-3,664599006;40,40729443
3320;494;6756;PM21081;PM21081;-3,674858647;40,39343849
3321;494;6757;PM21148;PM21148;-3,679831985;40,38840079
3322;494;6758;PM21181;PM21181;-3,681228193;40,38683552
3323;494;6759;PM21185;PM21185;-3,68111623;40,38683466
3324;494;6760;PM21188;PM21188;-3,68098226;40,38675304
3337;494;6773;PM23071;PM23071;-3,690711436;40,48455535
3279;494;6715;PM20151;PM20151;-3,67160618;40,47100675
431;494;3838;PM30902;PM30902;-3,664430519;40,40617977
3740;494;7127;PM31301;PM31301;-3,694864397;40,37288517
3358;494;6794;PM41801;PM41801;-3,743224968;40,40831686
3556;494;6936;PM41802;PM41802;-3,743365973;40,40809192
442;495;3849;1010;Pl. Santa  Barbara S-N - Serrano Anguita-Pl. Alonso Martinez;-3,696537145;40,4269096
443;495;3850;1011;(AFOROS) Genova O-E - General Castagos-Pl. Colon;-3,692489894;40,42598844
3918;495;10035;1016;Marques de la Ensenada N-S - Orellana - Barbara Braganza;-3,692840436;40,42371329
447;495;3854;1020;Fernado VI E-O - Campoamor-Hortaleza;-3,696487296;40,42547552
448;495;3855;1021;Hortaleza, 75 S-N - Travesia San Mateo-Fernando VI;-3,697726142;40,42515929
445;495;3852;1030;P1 Castellana S-N - Pl. Colon-Ayala;-3,690168958;40,42600572
3381;494;6819;PM30472;PM30472;-3,658944644;40,44258493
112;494;3495;PM30752;PM30752;-3,654795368;40,41761077
3557;494;6937;PM41851;PM41851;-3,764114106;40,39951804
3359;494;6795;PM41852;PM41852;-3,76409416;40,39936456
3570;494;6952;PM41891;PM41891;-3,792215745;40,37813328
114;495;3497;6019;Lopez Hoyos, 28 S-N - Lagasca-Velazquez;-3,683497302;40,43878786
561;495;3968;6028;Maria Molina O-E - Principe Vergara-General PardiIas;-3,678794477;40,437383
562;495;3969;6029;Maria Molina E-O - Fco. Silvela-Principe Vergara;-3,678264766;40,43744294
614;495;4021;9005;Alcala O-E - Jorge Juan-Felipe II;-3,678128176;40,42365806
1003;495;4415;19014;Eloy Gonzalo O-E - Juan de Austria-Santa Engracia;-3,701405138;40,43426008
1004;495;4416;19015;Gonzalo de C rdoba E-O - Cardenal Cisneros-Fuencarral;-3,703053712;40,43225398
289;495;3694;20005;Fernando el Catolico E-O - Blasco de Gara-Guzmnn el Bueno;-3,711734156;40,4341524
2007;495;5438;43027;(TACTICO) Salida Centro C-vico S-N - (TACTICO) Salida Centro CLvico S-N;-3,708911283;40,4804593
708;495;4115;12008;P2 Delicias S-N - Caceres- General Palanca;-3,694204426;40,39862099
752;495;4160;13012;Espalter O-E - P- del Prado-Alfonso XII;-3,690073215;40,41272639
955;495;4365;17034;Quintana E-O - Martin de los Heros-Mendizabal;-3,716989998;40,42804661
968;495;4379;18001;Guzm1n el Bueno, 54 N-S - Donoso Cortns-Fernlndez de los Rios;-3,713086448;40,4362356
981;495;4392;18018;San Bernardo S-N - Divino Pastor-Malasa-a;-3,706195018;40,42809811
215;495;3620;18019;San Bernardo S-N - Travesia Pozas-Espiritu Santo;-3,707263028;40,42563579
2146;495;5578;61067;Potosi E-O - P- de la Habana-Ramiro Girin;-3,680750177;40,45647697
2148;495;5580;61069;V1ctor Andr-s Belaunde N-S - Cochabamba-Potosi;-3,679724165;40,45611574
2149;495;5581;61070;Alberto Alcocer O-E - PN de la Habana-V-ctor Andr s Belaunde;-3,681459993;40,45852483
2262;495;5694;62084;Sor Angela de la Cruz E-O - Infanta Mercedes-Bravo Murillo;-3,697596478;40,46048917
2874;495;6307;56027;C/. Mar de las Antillas - Mar Menor-Mar Caspio;-3,645955853;40,4750668
2877;495;6310;56030;Ctra. Acceso Estaciln de Hortaleza - Capitsn Cortos-Santa Adela;-3,652450407;40,4787014
2878;495;6311;56031;Ctra. Acceso Estaciln de Hortaleza - M40-Ctra. Acceso Estacien de Hortaleza;-3,651293556;40,48001257
2884;495;6317;56037;C/. Gregorio Ssnchez HerrHez - Barranquilla-Barichara;-3,638620467;40,47624547
2886;495;6319;56039;C/. Gregorio Ssnchez HerrHez - Las Carcavas-Gregorio SEnchez Herr ez;-3,636134052;40,47783858
2990;495;6424;65006;C/. Fuente Carrantona - Hacienda de Palacios-Encomienda de Palacios;-3,637386492;40,39917182
3837;495;9958;74015;Ctra. Acceso Est. O`Donnell 5 S-N - Pasifae-Pirra;-3,593478944;40,44544754
3835;495;9956;74016;Pirra 7 E-O - Euterpe-Ctra. Acceso Est. O`Donnel;-3,592669051;40,44612416
3184;495;6618;79024;C/. Puerto de Somport - Foresta-Av. Burgos;-3,668945541;40,49556702
3073;495;6507;83405;Acceso A3 - A-3 Av. Democracia;-3,621984497;40,3902471
1708;495;5135;58004;AV.ABRANTES S-N(CONDE-FARO);-3,727571273;40,38119966
3241;494;6676;PM10981;PM10981;-3,667785273;40,40066599
3245;494;6680;PM11101;PM11101;-3,677806522;40,3914378
3254;494;6689;PM11981;PM11981;-3,734664651;40,42741692
3259;494;6694;PM12331;PM12331;-3,743991353;40,4564008
1856;495;5283;85009;SALLABERRY S-N;-3,72071281;40,39484898
1857;495;5284;85010;MANUEL CARMONA N-S;-3,718888182;40,39626974
1858;495;5285;85011;QUINCE DE MAYO  N-S;-3,717356138;40,39741653
1956;495;5386;94002;LAG MARQUESADOSE-NO(S.ERASMO-REAL PINTO);-3,711616276;40,33371454
1964;495;5394;94013;DOMINGO PARRAGA E-O(G.ACEBO-R.PINTO);-3,707217352;40,34311571
3396;495;6832;94014;REAL DE PINTO S-N(S.JENARO-LENGUAS);-3,706589203;40,34154487
3142;495;6576;75402;(TACTICO)GTA. FUENTE CARRA E-O(GIRO);-3,686310848;40,49902367
388;495;3795;78011;VALCARLOS S-N (SANTO DOMINGO DE LA CALZADA - PALAS DEL REY);-3,664697712;40,50483116
429;494;3836;PM22341;PM22341;-3,744131578;40,45633347
466;495;3873;2021;Av. Mediterraneo O-E - Sanchez Barcaiztegui-Pl. Conde Casal;-3,672188457;40,40681586
3545;494;6931;PM23187;PM23187;-3,680902025;40,48336968
3554;494;6934;PM23221;PM23221;-3,672705708;40,48492098
468;495;3875;2023;Alcalde Sainz Baranda E-O - Vaquerias-Lozoya;-3,667189052;40,41751199
3555;494;6935;PM23222;PM23222;-3,672610054;40,48486946
3326;494;6762;PM21193;PM21193;-3,683026449;40,38341529
9;494;3539;PM30462;PM30462;-3,65908987;40,44413827
3654;495;7026;1301;(MICRO) Pa Recoletos  N-S - Pl. Colon-Borbara Braganza;-3,690738596;40,42421139
3642;495;7011;1302;(MICRO) Pl. Colln  (Delante Gr. 6) - (MICRO) Pl. Colzn  (Delante Gr. 6);-3,690408305;40,42553072
450;495;3857;2002;Dr. Esquerdo S-N - Alcalde Sainz Baranda-Ibiza(Giro a Ibiza);-3,669270395;40,41731585
3327;494;6763;PM21231;PM21231;-3,687927455;40,38169166
3332;494;6768;PM22241;PM22241;-3,741458152;40,44898874
783;495;4191;2013;Dr. Esquerdo S-N - Lira-Estrella Polar;-3,669931804;40,40893093
480;495;3887;2043;(TACTICO) Alcalde Sainz Baranda E-O - Giro a M-30;-3,661265428;40,42149221
958;495;4368;17037;Ferraz S-N - Ventura Rodriguez-Luisa Fernanda;-3,714973303;40,42373474
2030;495;5461;60014;P0 Castellana S-N - Concha Espina-Rafael Salgado;-3,690484149;40,45347883
2031;495;5462;60015;(AFOROS)PlCastellana S-N - Pedro Teixeira-Gral.Yagoe;-3,690370115;40,45465407
477;495;3884;2040;Dr. Esquerdo S-N - Astros-Pez Volador;-3,66967975;40,41170953
478;495;3885;2041;Dr. Esquerdo N-S - Av. Nazaret-Arias Montano;-3,669924843;40,41106291
3546;495;9848;84039;(TAC) ONCE VIGAS S-N(M40-AVDA.PESETA);-3,751658586;40,36179763
1476;495;4894;98038;(TAC)CUAR.POBLET N-S(ALHAMBRA-D.PARCENT);-3,751861107;40,39617498
3870;495;9992;98039;(TAC)SEBASTIAN ALVARO O-E (GIRO DECHA);-3,77220875;40,39402699
3813;495;9929;29010;SINESIO DELGADO S-N( AV.MIRAFLORES -MADRIGAL);-3,727493084;40,46035882
3793;495;9907;29011;DEHESA DE LA VILLA S-N(M-30 -AV.COMPLUTENSE);-3,731178026;40,45574094
3271;494;6707;PM13044;PM13044;-3,694735611;40,48531792
196;495;3601;2032;Astros E-O - Cruz del Sur-Dr. Esquerdo(De Frente);-3,668904133;40,41137235
570;495;3977;6037;Francisco Silvela E-O - Principe Vergara-Lopez Hoyos;-3,679644329;40,4397446
767;495;4175;13032;Sta Maria Cabeza, 11 N-S(Lateral Izqda)(Superficie) -;-3,694355318;40,40632938
768;495;4176;13033;Murcia 1 E-O - Sta Maria Cabeza-PI Delicias;-3,694926054;40,40535576
771;495;4179;13036;Sta Maria Cabeza N-S - Jose Antonio Armona-Palosde la lFrontera;-3,696504017;40,40400724
3276;494;6712;PM20002;PM20002;-3,670673778;40,49227211
3277;494;6713;PM20021;PM20021;-3,673630148;40,48190534
3329;494;6765;PM21301;PM21301;-3,692347583;40,38378025
148;494;3531;PM21307;PM21307;-3,692420502;40,38369154
149;494;3532;PM21941;PM21941;-3,730785661;40,42458941
150;494;3533;PM22081;PM22081;-3,738295371;40,43417387
3566;494;6948;PM22082;PM22082;-3,738386642;40,43416357
319;495;3725;2028;(TACTICO) Alcalde Sainz Baranda O-E - Giro Izq. a Vaquerias;-3,666235168;40,41795078
265;495;3670;14040;Gas4metro S-N - P  Acacias-Ronda Toledo;-3,708345848;40,40558564
831;495;4239;14041;Ronda Toledo O-E - Toledo-Gasnmetro;-3,709476552;40,40619915
832;495;4240;14042;(TACTICO) Po Yeserias N-S (Entrada al  Cruce) - (TACTICO) P;-3,708707454;40,39874125
3746;495;7133;14500;Atocha E-O (Giro a Fernan Nunez) - San Eugenio-Fernan Nu)ez;-3,697725653;40,41165853
3747;495;7134;14734;(AFOROS) Embajadores S-N - Palos Frontera-Sebastian Elcano;-3,700936783;40,40308292
3748;495;7135;14736;(AFOROS)Embajadores N-S - Moratines-Labrador;-3,70130459;40,40335623
3726;495;7113;15001;Alcala E-O( Giro a Alcala) - Barquillo-Gran Via;-3,695689715;40,4189906
834;495;4244;15004;P5 Recoletos N-S - Prim-Pl. Cibeles;-3,692057561;40,42141765
841;495;4251;15011;Cedaceros S-N - Carrera San Jeronimo-Alcala;-3,698484416;40,41744312
843;495;4253;15013;Peligros S-N - Alcala-Gran Via;-3,699448113;40,41820661
844;495;4254;15014;Cruz S-N - El Pozo -Pl.Canalejas;-3,700634977;40,41638088
847;495;4257;15019;Barquillo N-S - Gravina-Augusto Figueroa;-3,695618778;40,42251102
1011;495;10022;20012;Vallehermoso S-N -  Mel-ndez Valdis -Fernando el CatElico;-3,708732375;40,43327842
1014;495;4426;21001;Miguel Angel, 23 N-S - Garcia de Parede-Martinez Campos;-3,691266154;40,4363859
1016;495;4428;21003;Gral. Martinez Campos, 24 O-E - Fdez. de la Hoz-Zurbano;-3,694611281;40,43504602
2764;495;6197;54005;C/. Casalarreina  - Ezcaray-Av. Daroca;-3,614230136;40,40863497
33;495;3415;35036;(AFOROS)Av.Brasilia N-S - Av.Bonn-Brescia;-3,661147543;40,43754012
2034;495;5465;60018;Lateral PvCastellana S-N - F.lix Boix-Pl.Castilla;-3,689105693;40,46427602
2037;495;5468;60021;Bravo Murillo O-E - Capit-n Haya-Pl.Castilla;-3,691156547;40,46547425
2056;495;5487;60041;General Perln E-O - Presidente Carmona-Infanta Mercedes;-3,698291195;40,45259112
2065;495;5496;60052;Dulcinea S-N - Aquilino Domnnguez-Avila;-3,699489371;40,45189865
2067;495;5498;60054;Concha Espina E-O - Serrano-Pgde la Habana;-3,684037197;40,45181253
2068;495;5499;60055;P0de la Habana N-S - Crevillente-Concha Espina;-3,68496176;40,45300923
3360;494;6796;PM42051;PM42051;-3,739369367;40,43502559
1244;495;4657;35020;Av.Toreros O-E - Rafaela Bonilla-Julio Camba;-3,666066354;40,43237601
1254;495;4667;35030;Av.Bruselas N-S - Av.Bruselas-Brescia;-3,663459393;40,43817401
2105;495;5537;61024;P1 de la Habana S-N - Macarena-Apolonio Morales;-3,680225804;40,46248624
2225;495;5657;62086;General Varela - Sor Angela de la Cruz - Pensamiento;-3,694964067;40,45919557
3725;495;7112;62100;Sor Angela de la Cruz O-E(PM62083+PM62081) - Sor Angela de la Cruz O-E(PM62083+PM62081);-3,696669881;40,46002111
2297;495;5729;63042;Gral.Moscarde N-S - Raimundo Fdez.Villaverde-Hernani;-3,697094358;40,44706134
2298;495;5730;63043;Gral.Moscarde S-N - Hernani-Baselica;-3,696948177;40,44832768
2305;495;5737;63050;Reina Mercedes E-O - Gral.Moscardi-Cte.Zorita;-3,697050147;40,45092382
1296;495;4709;90035;Toledo N-S - Segovia-San Millcn;-3,70783599;40,41224733
2230;495;5662;62046;General Yag-e E-O - General Varela-Teresita Gonznlez;-3,696792115;40,45652131
2235;495;5667;62053;Infanta Mercedes N-S - Huesca-General Yagte;-3,697747178;40,45751809
2367;495;5800;40020;C/. Sierra del Cadi - Av. Albufera-Arroyo del Olivar;-3,660757713;40,39267934
2369;495;5802;40022;C/. Carlos MartCn ilvarez - Javier de Miguel-Arroyo del Olivar;-3,662146684;40,39103594
2370;495;5803;40023;C/. Martonez de la Riva - Arroyo del Olivar-PArroco Emilio Franco;-3,666061986;40,39311679
2373;495;5806;40026;C/. Carlos Mart nez de la Riva - Javier de Miguel-Carlos Martan olvarez;-3,664583264;40,38883152
367;495;3774;40027;C/. Carlos Mart nez de la Riva - Carlos Martin elvarez-Javier de Miguel;-3,664480041;40,38857667
2374;495;5807;40028;C/. Carlos Mart n zlvarez - Javier de Miguel-Martvnez de la Riva;-3,664236077;40,3884523
2378;495;5811;40401;Av. Buenos Aires - Av. Buenos Aires-R o IguazM;-3,653084527;40,38574299
2389;495;5822;41012;Av. Albufera - Cantalapiedra-Josefa Diaz;-3,656582174;40,39182923
2390;495;5823;41013;Av. Albufera - Sierra Faladora-Pio Felipe;-3,651642991;40,39136791
2397;495;5830;41020;C/. Peba Gorbea - Concordia-Melquiades Biencinto;-3,667845266;40,39597204
2398;495;5831;41021;C/. Dr. Fernando Primo de Rivera - Pesa Gorbea-Av. Albufera;-3,665698185;40,39585178
2424;495;5857;41049;Av. Albufera - Sierra Faladora- Adra;-3,650721904;40,39123498
2501;495;5934;44036;C/. Lago Constanza  - Lago Constanza-Alcalr;-3,647939098;40,43271934
2538;495;5971;45025;C/. Francisco Largo Caballero - Josa Arcones Gil-Hermanos Garcva Noblejas;-3,629717016;40,42387278
2539;495;5972;45026;C/. Pobladura del Valle - San Romon del Valle-Hermanos Garcaa Noblejas;-3,625935784;40,42242049
2541;495;5974;45028;C/. Nicolds SalmerVn - Hermanos Garcda Noblejas-Nicolss SalmerNn;-3,625529509;40,41770011
2543;495;5976;45031;C/. Hermanos Garcra Noblejas - Emilio Muobz-Miguel Fleta;-3,632523926;40,43043543
2724;495;6157;53027;Av. Daroca - Lago Constanza-Ledesma;-3,645981689;40,4267542
2731;495;6164;53036;C/. Vital Aza - Gutierre de Cetina-Ezequiel Solana;-3,644294682;40,43106003
2733;495;6166;53039;Carril de giro Marques de Corbera a Montejurra - Ricardo Ortez-Montejurra;-3,65423005;40,42402773
2734;495;6167;53041;C/. Luis Ruiz  - Vital Aza-Ascao;-3,639077545;40,43183772
2736;495;6169;53043;C/. Francisco Rioja - Francisco Rioja-Luis Ruaz;-3,638668676;40,43007316
2664;495;6097;47036;C/. Arturo Soria  - Dalia-Violin;-3,666909011;40,48034993
2673;495;6106;47403;C/. Eladio Lopez Vilches - Mesena-Arturo Soria;-3,667554203;40,47351237
3862;495;9984;47511;Cta. Sagrados Corazones  - Sta. Marra Magdalena-Arturo Soria;-3,667392576;40,46674321
2719;495;6152;53022;C/. Josg Luis Arrese  - Santa Irene-F lix Rodraguez de la Fuente;-3,653774557;40,42055057
2825;495;6258;55046;Ctra. Canillas - Utrillas-Servator;-3,646740238;40,46336684
2830;495;6263;55051;C/. Machaquito - Machaquito-Av. Machupichu;-3,626232374;40,45765111
2837;495;6270;55060;Av. Machupichu - Av. Piceas-Av. de los Andes;-3,623101041;40,45501173
3536;495;6925;55061;Av. Machupichu - Machaquito-Florencio Castillo;-3,626822684;40,45941153
2808;495;6241;55024;C/. Moscatelar - Estrecho de Torres-Asura;-3,652841597;40,45716008
2809;495;6242;55025;C/. Ulises - Ulises-Asura;-3,655399012;40,45639107
2821;495;6254;55040;Av. Machupichu - Silvano-Pl. Manuel Rodrigo;-3,634006007;40,46085643
2822;495;6255;55041;Av. Machupichu - Florencio Castillo-Machaquito;-3,626428547;40,45897942
2824;495;6257;55045;Ctra. Canillas - Pegaso-Servator;-3,64829695;40,46301998
2869;495;6302;56021;Av. Gran Vla de Hortaleza - Av. Gran Vca de Hortaleza-Llpez de Hoyos;-3,655534751;40,46663592
2871;495;6304;56023;Av. Gran Vla de Hortaleza - Tijuana-Javier Quinto;-3,64497438;40,46875808
2890;495;6323;56043;Acceso M-40 - M-40-Gregorio Sinchez Herreez;-3,638783523;40,47688606
2891;495;6324;56044;C/. V;-3,637228589;40,47696286
2907;495;6340;57009;Av. Logroeo - Av. General-Canal de Suez;-3,581387111;40,46968247
3002;495;6436;65022;Av. Doctor Garcva Tapia - Rabat-Fuente Carrantona;-3,629602187;40,40738445
2695;495;6128;67403;Primavera de Praga - Corregidor Diego Valderrabanos - Alcalde Luis Marichalar;-3,657891673;40,41129567
3052;495;6486;68004;Av. Entrevdas - Ronda Sur-Villacarrillo;-3,661279496;40,37689923
3056;495;6490;68008;C/. Embajadores - Av. Santa Catalina-Caja Mrgica;-3,679776885;40,36950362
3058;495;6492;69002;Av. Arcentales - Colegio Pablico Chile-Ajofrin;-3,625261273;40,42690097
3385;495;6826;79052;Mar5a Tudor - MarCa Tudor-Av. Francisco Pi y Margall;-3,662490166;40,4933667
3196;495;6630;79405;C/. Alcalde Redondo Aceoa - Alcalde Henche Plata-Prlncipe Carlos;-3,651107632;40,49024045
1772;495;5199;82001;C/. San Jaime - Gador-Puerto de Pozazal;-3,626953678;40,37983692
1785;495;5212;82013;C/. Gonzalez Davila - Luis I-Cno. Hormigueras;-3,639208179;40,37659859
1327;495;4741;24004;C.FCO.J.JIMENEZ E-O(HURTUMPASC.-ALHAMBRA;-3,743609228;40,40085258
1328;495;4742;24005;ALHAMBRA N-S(C.FCO.J.MARTIN-C.POBLET);-3,744643465;40,39997112
1334;495;4748;24011;DUQ.PARCE.O-E (YEBENES-GTA.LOS CARMENES);-3,744524015;40,39510097
1714;495;5141;58010;C.VIEJO LEGANES E-O(HERCULES-CARCASTILLO;-3,733221685;40,37844481
27;495;3408;32016;AV. BETANZOS N-S(LA BAQEZA-MELCHOR FERNANDEZ ALMAGRO);-3,711618362;40,47620908
1147;495;4559;32019;VILLA MARIN E-O(MELCHOR FERNANDEZ ALMAGRO-FINISTERRE);-3,69959882;40,47600306
422;495;3829;32020;SINESIO DELGADO E-O(FINISTERRE -GINZO DE LIMIA);-3,70014731;40,47498412
1149;495;4561;32022;FINISTERRE N-S(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO);-3,70113079;40,47640385
3785;495;9900;93036;Valle de Mena E-O(Central)(Cno. Ganapanes-Buitrago de Lozoya);-3,716230799;40,47020455
3852;495;9974;93038;CAMINO GANAPANES N-S;-3,714957753;40,47243394
516;495;3923;4017;Principe Vergara S-N - Sanchez Pacheco-Pl. Cataluoa;-3,678030316;40,44691537
3165;495;6599;78010;VALCARLOS N-S (PALAS DEL REY - SANTO DOMINGO DE LA CALZADA);-3,664649652;40,50504736
1609;495;5032;95022;(TACTICO)GRAL MANSO N-S;-3,736746144;40,41075217
3269;494;6705;PM13014;PM13014;-3,697911428;40,48438502
3270;494;6706;PM13041;PM13041;-3,694736906;40,48536741
415;494;3822;PM20026;PM20026;-3,673528014;40,48189722
416;494;3823;PM20041;PM20041;-3,674134218;40,47569123
1610;495;5033;95023;(TACTICO)LA MILAGROSA S-N;-3,736371186;40,4106012
3278;494;6714;PM20042;PM20042;-3,67401569;40,47570848
1650;495;5074;2050;Av. Ciudad Barcelona O-E - Alberche-Pedro Bosch;-3,675865193;40,40175711
481;495;3888;2300;(MICRO) Pl. Conde Casa - Antes de Grupo16;-3,670580819;40,40673812
3906;495;10024;2305; Pl. Conde Casal - Delante del Grupo 12;-3,669759021;40,40645933
514;495;3921;4015;Ramon y Cajal(En el Puente) E-O - M-30 -P;-3,663885654;40,45300845
200;495;3605;4025;(TACTICO) Alhelies E-O - Alfonso XIII-Los Narcisos;-3,66662672;40,45489251
543;495;3950;6002;Francisco Silvela, 76 S-N - Mejico-Coslada;-3,676032043;40,43624854
3775;495;9894;6003;Jorge Juan O-E - Lagasca -Velazquez;-3,685186581;40,4238222
559;495;3966;6026;Lopez Hoyos, 27 N-S - Gta. Lopez Hoyos-Velazquez;-3,681277975;40,4401541
564;495;3971;6031;Diego de Leon E-O - Claudio Coello-Serrano;-3,685629332;40,43507266
565;495;3972;6032;Diego de Leon O-E - Lagasca-Velazquez;-3,684204892;40,43496284
521;495;3928;4022;(TACTICO) Doctor Arce O-E - Delante Grupo 6;-3,68262758;40,44598536
2104;495;5536;61023;P1 de la Habana  N-S - Men-ndez Pidal-Comandate Franco;-3,679428401;40,46558909
3648;495;7018;63060;Av. Filipinas 44 E-O  -  (Boix y Morer-Santander);-3,706604199;40,44137712
2328;495;5761;97001;Av. America E-O - Padre Xifre-Cartagena;-3,67190127;40,4394244
2329;495;5762;97002;Av.America 27  E-O - Cartagena - Fco.Silvela;-3,674329354;40,43898095
115;495;3498;97023;Av.Gregorio del Amo O-E  - EstaciFn Metro - Juen XXIII;-3,719377568;40,44671832
2342;495;5775;97025;Av.Reina Victoria O-E - Av. Del Valle - GuzmJn el Bueno;-3,714318299;40,44580212
3838;495;9959;97093;M7ndez Alvaro S-N(Giro Izqda) - Retama-Pedro Bosch;-3,67903519;40,39458081
2377;495;5810;40031;C/. Carlos Mart-n Glvarez - Martinez de la Riva-Javier de Miguel;-3,664098869;40,38876063
2408;495;5841;41055;Av. Albufera - M-40-Av. Albufera 300 P.P.;-3,636425295;40,38576296
2500;495;5933;44035;C/. Mateo Garc a  - Mateo Garcra- AlcalP;-3,653121487;40,43177107
2528;495;5961;45015;C/. Hermanos Garc a Noblejas - Villaescusa-NicolJs Salmer n;-3,624828184;40,41952991
2765;495;6198;54006;Av. Daroca  - Calahorra-Casalarreina;-3,613795351;40,40698081
2766;495;6199;54007;C/. Calahorra  - Calahorra-Av. Daroca;-3,612879715;40,40736244
2767;495;6200;54008;Av. Daroca  - Camino Viejo de Vicrlvaro-Calahorra;-3,612574492;40,40606333
632;495;4039;9025;Goya E-O - Lombia-Fernan Gonzalez;-3,672769665;40,42466555
2687;495;6120;67013;C/. Corregidor Diego ValdGrrabano - Alcalde Luis Marichalar-Camino Vinateros;-3,658211569;40,41119172
381;495;3788;75012;NTRA. SRA. VALVERDE S-N(AFUERAS VALVERDE-ANTONIO CABEZON);-3,685694301;40,50165098
2865;495;6298;56016;C/. Arequipa - Torquemada-Emigrantes;-3,640216903;40,46902532
3530;495;9846;56020;Ctra. Acceso Estaciun de Hortaleza - Virgen del Carmen-Av. San Luis;-3,656948175;40,47230093
2872;495;6305;56025;C/. Mar Caspio - Felipe Herranz-Mar de las Antillas;-3,646467978;40,47371555
1330;495;4744;24007;ALHAMBRA S-N(GTA.CARMENES-PTA.IGLESIA);-3,744141615;40,39812169
1713;495;5140;58009;FARO E-O(VIA LUSITANA-AV. ABRANTES);-3,72601396;40,38106808
3153;495;6587;77404;(TACTICO)PTE. REINA O-E(GIRO A CNO. SANTIAGO);-3,674351052;40,50216604
3154;495;6588;77405;(TACTICO)PTE. REINA O-E(GIRO-SIERRA ATAPUERCA);-3,67232233;40,50156828
2940;495;6373;59019;Av. Badajoz - Salvador de Madariaga-MartUnez Villergas;-3,655732541;40,44113457
2682;495;6115;67010;Camino Vinateros - Arroyo de la Media Legua-Corregidor Diego Valderribanos;-3,656835583;40,41061876
2684;495;6117;67012;Camino Vinateros  - Marroquina-Av. Moratalaz;-3,647112613;40,40857
1148;495;4560;32021;VILLA MARIN E-O(FINISTERRE-GINZO DE LIMIA);-3,700703024;40,47530375
3135;495;6569;75011;AV. LLANO CASTELLNA N-S(MANUEL TOVAR-MAURICIO LEGENDRE);-3,684437419;40,48633087
3274;494;6710;PM13104;PM13104;-3,688302697;40,48320007
3275;494;6711;PM13181;PM13181;-3,680583873;40,48324779
3380;494;6818;PM13202;PM13202;-3,677503188;40,48386096
3644;494;7013;PM13221;PM13221;-3,672426757;40,48497416
3645;494;7014;PM13222;PM13222;-3,67234396;40,48496493
3164;495;6598;78008;PALAS DEL REY E-O (TOQUES - CAMINO DE SANTIAGO);-3,668868478;40,50825799
387;495;3794;78009;PALAS DEL REY O-E (FURELOS - VALCARLOS);-3,665181426;40,50565011
3268;494;6704;PM13011;PM13011;-3,697993625;40,48444682
3272;494;6708;PM13101;PM13101;-3,688263435;40,48325771
3273;494;6709;PM13103;PM13103;-3,688215746;40,48332339
530;495;3937;5009;Serrano N-S - General Oraa-Diego de Leon;-3,686448024;40,43619352
533;495;3940;5012;Goya, 9 E-O - Serrano-Pr Castellana;-3,688439553;40,42552073
350;495;9892;6044;Velazquez S-N - Diego de Lesn-Gral.Orao;-3,683275033;40,43535698
577;495;3984;6301;(MICRO) Principe Vergara S-N (Delante G. 7) -;-3,678851539;40,43905045
634;495;4041;9027;Narvaez N-S - Jorge Juan-Duque de Sesto;-3,675875039;40,42317283
637;495;4044;9030;Jorge Juan O-E - Principe Vergara-General Pardi;-3,679980414;40,4235689
641;495;4048;9034;Tunel OuDonnell O-E(Salida M-30) -;-3,683414794;40,4210144
655;495;4062;10014;Nazaret E-O - Samaria-Reyes Magos;-3,674188533;40,41103606
780;495;4188;13048;Canarias O-E - Sta Maria Cabeza-Batalla del Salado;-3,697100541;40,40208109
781;495;4189;13049;Batalla del Salado N-S - Embajadores-Ferrocarril;-3,696264576;40,39995671
845;495;4255;15015;(TACTICO) Carrera San Jeronimo O-E - Pta Sol-Pl. Canalejas;-3,700802946;40,41664798
846;495;4256;15016;Gran Via San Francisco S-N - San Bernabe-Cra. San Francisco;-3,700124108;40,4170634
3715;495;7090;15307;((MICRO) Pa Recoletos(Cibeles - Marques del Duero) - ((MICRO) Pl Recoletos(Cibeles - Marques del Duero);-3,692432841;40,42033896
874;495;4284;16006;Pl. Espa a N-S - San Leonardo-Cuesta San Vicente;-3,711699301;40,42415558
881;495;4291;16013;Flor Baja O-E - Leganitos-Gran Via;-3,710307278;40,42241594
888;495;4298;16021;Silva O-E - Pl. Santo Domingo-Gran Via;-3,707998344;40,42061103
267;495;3672;16022;Gran Via S-N - Silva-Libreros;-3,707022994;40,42099248
928;495;4338;17002;Princesa S-N - Pl. Moncloa-Ps Moret;-3,718811071;40,4342589
929;495;4339;17003;Princesa N-S - Giro Izqda. Fernando el Catilico;-3,718740589;40,43403576
980;495;4391;18016;M8rtires Alcal  S-N - Sta Cruz Marcenado-Alberto Aguilera;-3,712342028;40,42960421
214;495;3619;18017;Guzm7n el Bueno N-S - Fdez de los Rios -Andres Mellado;-3,71315687;40,43519033
1017;495;4429;21004;Eduardo Dato,33 E-O - Pd Castellana-Gta Ruben Dario;-3,689588506;40,43304346
1018;495;4430;21005;Eduardo Dato, 2 E-O - Fernandez de la Hoz-Santa Engracia;-3,695960884;40,43275255
961;495;4371;17040;Marques de Urquijo E-O - Martin de los Heros-Mendizal;-3,718534119;40,42991664
